 SOUID,    DATE,   TX, Q_TX
117951,19810113,   18,    0
117951,19810114,   12,    0
117951,19810115,   38,    0
117951,19810116,   18,    0
117951,19810117,   20,    0
117951,19810118,   -8,    0
117951,19810119,  -20,    0
117951,19810120,  -16,    0
117951,19810121,  -14,    0
117951,19810122,   -8,    0
117951,19810123,   16,    0
117951,19810124,   28,    0
117951,19810125,   30,    0
117951,19810126,   45,    0
117951,19810127,   10,    0
117951,19810128,   36,    0
117951,19810129,   36,    0
117951,19810130,   32,    0
117951,19810131,   50,    0
117951,19810201,   46,    0
117951,19810202,   54,    0
117951,19810203,   60,    0
117951,19810204,   60,    0
117951,19810205,   34,    0
117951,19810206,   26,    0
117951,19810207,   62,    0
117951,19810208,   68,    0
117951,19810209,   68,    0
117951,19810210,   46,    0
117951,19810211,    4,    0
117951,19810212,   -1,    0
117951,19810213,    0,    0
117951,19810214,   -8,    0
117951,19810215,   24,    0
117951,19810216,   24,    0
117951,19810217,   28,    0
117951,19810218,   20,    0
117951,19810219,   12,    0
117951,19810220,   -4,    0
117951,19810221,  -24,    0
117951,19810222,   -4,    0
117951,19810223,   -8,    0
117951,19810224,   -4,    0
117951,19810225,   14,    0
117951,19810226,   12,    0
117951,19810227,   15,    0
117951,19810228,   24,    0
117951,19810301,   -4,    0
117951,19810302,    0,    0
117951,19810303,    4,    0
117951,19810304,   -6,    0
117951,19810305,    8,    0
117951,19810306,   22,    0
117951,19810307,   24,    0
117951,19810308,   62,    0
117951,19810309,   94,    0
117951,19810310,   74,    0
117951,19810311,   56,    0
117951,19810312,   22,    0
117951,19810313,   12,    0
117951,19810314,   38,    0
117951,19810315,   48,    0
117951,19810316,   -4,    0
117951,19810317,    4,    0
117951,19810318,    8,    0
117951,19810319,   26,    0
117951,19810320,   58,    0
117951,19810321,   52,    0
117951,19810322,   94,    0
117951,19810323,  130,    0
117951,19810324,   74,    0
117951,19810325,   66,    0
117951,19810326,   82,    0
117951,19810327,   96,    0
117951,19810328,   56,    0
117951,19810329,   54,    0
117951,19810330,   66,    0
117951,19810331,   72,    0
117951,19810401,   70,    0
117951,19810402,   70,    0
117951,19810403,  104,    0
117951,19810404,   72,    0
117951,19810405,   56,    0
117951,19810406,   80,    0
117951,19810407,  114,    0
117951,19810408,   72,    0
117951,19810409,   94,    0
117951,19810410,  122,    0
117951,19810411,  124,    0
117951,19810412,  117,    0
117951,19810413,  150,    0
117951,19810414,  132,    0
117951,19810415,  158,    0
117951,19810416,  136,    0
117951,19810417,   77,    0
117951,19810418,   88,    0
117951,19810419,   90,    0
117951,19810420,   76,    0
117951,19810421,  116,    0
117951,19810422,   90,    0
117951,19810423,   42,    0
117951,19810424,   54,    0
117951,19810425,   56,    0
117951,19810426,   74,    0
117951,19810427,   84,    0
117951,19810428,  100,    0
117951,19810429,   80,    0
117951,19810430,   84,    0
117951,19810501,   88,    0
117951,19810502,   74,    0
117951,19810503,   82,    0
117951,19810504,   92,    0
117951,19810505,  104,    0
117951,19810506,  118,    0
117951,19810507,  112,    0
117951,19810508,  146,    0
117951,19810509,  156,    0
117951,19810510,  172,    0
117951,19810511,  206,    0
117951,19810512,  204,    0
117951,19810513,  212,    0
117951,19810514,  184,    0
117951,19810515,  198,    0
117951,19810516,  201,    0
117951,19810517,  184,    0
117951,19810518,  162,    0
117951,19810519,  146,    0
117951,19810520,  159,    0
117951,19810521,  180,    0
117951,19810522,  220,    0
117951,19810523,  216,    0
117951,19810524,  162,    0
117951,19810525,  176,    0
117951,19810526,  162,    0
117951,19810527,  172,    0
117951,19810528,  137,    0
117951,19810529,  164,    0
117951,19810530,  156,    0
117951,19810531,  166,    0
117951,19810601,  192,    0
117951,19810602,  220,    0
117951,19810603,  168,    0
117951,19810604,  176,    0
117951,19810605,  180,    0
117951,19810606,  168,    0
117951,19810607,  176,    0
117951,19810608,  164,    0
117951,19810609,  192,    0
117951,19810610,  190,    0
117951,19810611,  164,    0
117951,19810612,  152,    0
117951,19810613,  148,    0
117951,19810614,  138,    0
117951,19810615,  159,    0
117951,19810616,  178,    0
117951,19810617,  164,    0
117951,19810618,  162,    0
117951,19810619,  176,    0
117951,19810620,  140,    0
117951,19810621,  138,    0
117951,19810622,  162,    0
117951,19810623,  172,    0
117951,19810624,  200,    0
117951,19810625,  204,    0
117951,19810626,  199,    0
117951,19810627,  166,    0
117951,19810628,  176,    0
117951,19810629,  156,    0
117951,19810630,  172,    0
117951,19810701,  146,    0
117951,19810702,  156,    0
117951,19810703,  190,    0
117951,19810704,  168,    0
117951,19810705,  180,    0
117951,19810706,  195,    0
117951,19810707,  204,    0
117951,19810708,  214,    0
117951,19810709,  210,    0
117951,19810710,  228,    0
117951,19810711,  234,    0
117951,19810712,  244,    0
117951,19810713,  191,    0
117951,19810714,  160,    0
117951,19810715,  160,    0
117951,19810716,  162,    0
117951,19810717,  172,    0
117951,19810718,  176,    0
117951,19810719,  178,    0
117951,19810720,  174,    0
117951,19810721,  174,    0
117951,19810722,  184,    0
117951,19810723,  190,    0
117951,19810724,  186,    0
117951,19810725,  196,    0
117951,19810726,  154,    0
117951,19810727,  156,    0
117951,19810728,  182,    0
117951,19810729,  196,    0
117951,19810730,  178,    0
117951,19810731,  188,    0
117951,19810801,  190,    0
117951,19810802,  164,    0
117951,19810803,  182,    0
117951,19810804,  198,    0
117951,19810805,  226,    0
117951,19810806,  242,    0
117951,19810807,  222,    0
117951,19810808,  236,    0
117951,19810809,  234,    0
117951,19810810,  184,    0
117951,19810811,  196,    0
117951,19810812,  190,    0
117951,19810813,  196,    0
117951,19810814,  222,    0
117951,19810815,  206,    0
117951,19810816,  204,    0
117951,19810817,  174,    0
117951,19810818,  190,    0
117951,19810819,  182,    0
117951,19810820,  180,    0
117951,19810821,  148,    0
117951,19810822,  176,    0
117951,19810823,  162,    0
117951,19810824,  188,    0
117951,19810825,  178,    0
117951,19810826,  190,    0
117951,19810827,  184,    0
117951,19810828,  172,    0
117951,19810829,  176,    0
117951,19810830,  180,    0
117951,19810831,  172,    0
117951,19810901,  166,    0
117951,19810902,  188,    0
117951,19810903,  184,    0
117951,19810904,  174,    0
117951,19810905,  174,    0
117951,19810906,  188,    0
117951,19810907,  194,    0
117951,19810908,  182,    0
117951,19810909,  224,    0
117951,19810910,  200,    0
117951,19810911,  166,    0
117951,19810912,  174,    0
117951,19810913,  174,    0
117951,19810914,  174,    0
117951,19810915,  168,    0
117951,19810916,  154,    0
117951,19810917,  172,    0
117951,19810918,  154,    0
117951,19810919,  148,    0
117951,19810920,  164,    0
117951,19810921,  156,    0
117951,19810922,  164,    0
117951,19810923,  160,    0
117951,19810924,  160,    0
117951,19810925,  166,    0
117951,19810926,  159,    0
117951,19810927,  162,    0
117951,19810928,  160,    0
117951,19810929,  156,    0
117951,19810930,  154,    0
117951,19811001,  158,    0
117951,19811002,  160,    0
117951,19811003,  164,    0
117951,19811004,  142,    0
117951,19811005,  128,    0
117951,19811006,  142,    0
117951,19811007,  140,    0
117951,19811008,  142,    0
117951,19811009,  130,    0
117951,19811010,  142,    0
117951,19811011,  116,    0
117951,19811012,  104,    0
117951,19811013,   94,    0
117951,19811014,  104,    0
117951,19811015,   86,    0
117951,19811016,  100,    0
117951,19811017,  114,    0
117951,19811018,  104,    0
117951,19811019,   98,    0
117951,19811020,  100,    0
117951,19811021,   92,    0
117951,19811022,   98,    0
117951,19811023,   80,    0
117951,19811024,   54,    0
117951,19811025,   68,    0
117951,19811026,   78,    0
117951,19811027,   80,    0
117951,19811028,   82,    0
117951,19811029,   84,    0
117951,19811030,  106,    0
117951,19811031,   76,    0
117951,19811101,   80,    0
117951,19811102,  114,    0
117951,19811103,  108,    0
117951,19811104,  104,    0
117951,19811105,  104,    0
117951,19811106,   86,    0
117951,19811107,   74,    0
117951,19811108,   46,    0
117951,19811109,   38,    0
117951,19811110,   54,    0
117951,19811111,   88,    0
117951,19811112,   90,    0
117951,19811113,   79,    0
117951,19811114,   64,    0
117951,19811115,   54,    0
117951,19811116,   55,    0
117951,19811117,   34,    0
117951,19811118,   66,    0
117951,19811119,   88,    0
117951,19811120,   71,    0
117951,19811121,  114,    0
117951,19811122,   84,    0
117951,19811123,   98,    0
117951,19811124,  102,    0
117951,19811125,   55,    0
117951,19811126,   42,    0
117951,19811127,   80,    0
117951,19811128,   80,    0
117951,19811129,   62,    0
117951,19811130,   44,    0
117951,19811201,   32,    0
